"id";"lettre";"mot";"enonce";"interp";"regle"
"1643";"C";"Catapult ";"See oneself in dream attacking a citadel of unbelievers using a catapult to conquer it,   ";"announces that he would invite people for a good thing.";
"1644";"C";"Cauterization  ";"See in dream on his skin an apparent trace of recent cauterization,   ";"announces that could it could mean marriage, birth, fortune that he should spend in good deeds, otherwise he would be punished in the hereafter. Indeed, Allah The Almighty said “ O ye who believe! There are indeed many among the priests and anchorites, who in falsehood devour the substance of men and hinder (them) from the Way of Allah. And there are those who bury gold and silver and spend it not in the Way of Allah: announce unto them a most grievous penalty.  On the Day when heat will be produced out of that (wealth) in the fire of Hell, and with it will be branded their foreheads, their flanks, and their backs, ""This is the (treasure) which ye buried for yourselves: taste ye, then, the (treasures) ye buried!"", (At-Tawba, 34-25).  It could also mean words that would hurt him.";
"1645";"C";"Cauterization  ";"See in dream on his skin an apparent trace of ancient cauterization,   ";"announces that could it could mean marriage, birth, fortune that he should spend in good deeds, otherwise he would be punished in the hereafter. Indeed, Allah The Almighty said “ O ye who believe! There are indeed many among the priests and anchorites, who in falsehood devour the substance of men and hinder (them) from the Way of Allah. And there are those who bury gold and silver and spend it not in the Way of Allah: announce unto them a most grievous penalty.  On the Day when heat will be produced out of that (wealth) in the fire of Hell, and with it will be branded their foreheads, their flanks, and their backs, ""This is the (treasure) which ye buried for yourselves: taste ye, then, the (treasures) ye buried!"", (At-Tawba, 34-25).  It could also mean words that would hurt him. If the scale has been detached without pain, it could mean a very good dream.";
"1646";"C";"Cauterization  ";"See oneself in dream cauterizing one of his veins,   ";"announces that he could get married or have a girl. This dream could also mean that a strange man could watch his wife.";
"1647";"C";"Cauterization  ";"The woman, who sees herself in dream undergoing a cauterization,   ";"announces that it could involve the childbirth of a boy in case of pregnancy.  ";
"1648";"C";"Cauterization  ";"See oneself in dream completing a cauterization without suffering,   ";"announces that it could mean a very useful medication.";
"1649";"C";"Cauterization  ";"See oneself in dream undergoing a cauterization and suffering from a pain,   ";"announces that it could mean harm because of insults or bad words.";
"1650";"C";"Cave ";"See oneself in dream getting into the cave of a mountain,   ";"announces that it could mean consolidation of faith as well as the good issue for business as well as being approximated by the sovereign.";
"1651";"C";"Cellar ";"See in dream that his cellar is full of soil,   ";"announces that he could store food into it in case it would be empty in wakeful state.";
"1652";"C";"Cellar ";"See in dream that his cellar is full of food,   ";"announces that his wife could get pregnant if he is poor in wakeful state.";
"1653";"C";"Cellar ";"See in dream that food stored in his cellar became garbage,   ";"announces that it could mean a loss due to the possible decline in feed prices.";
"1654";"C";"Cellar ";"See in dream that his cellar is full of garbage,   ";"announces that it could mean a loss due to the possible decline in feed prices.";
"1655";"C";"Cellar ";"See in dream that his cellar was demolished,   ";"announces that it could mean the approach of the death of his wife in case she is sick and a good outcome after birth if she is pregnant. This is in case there would be no other index showing an unfavorable outcome for her. Otherwise, and if he really has a cellar, he would sell his food.";
"1656";"C";"Cellar  ";"See in dream that food stored in his cellar became soil,   ";"announces that it could mean a loss due to the possible decline in feed prices.";
"1657";"C";"Cellar  ";"See oneself in dream falling from stairs into a silo in the underground,   ";"announces that it could mean the approach of death in case of disease.";
"1658";"C";"Cemetry ";"See oneself in dream getting into a cemetery smiling,   ";"announces that he could attend a perverse people. This is in case he would be healthy in wakeful state.";
"1659";"C";"Cemetry ";"See oneself in dream getting into a cemetery while his genital organs are note covered,   ";"announces that he could attend a perverse people. This is in case he would be healthy in wakeful state.";
"1660";"C";"Cemetry ";"See oneself in dream getting into a cemetery with emotion and tears in his eyes,   ";"announces that he could attend meetings of virtuous people glorifying Allah The Almighty that allows him to strengthen his faith. This for those who would be healthy in wakeful state.";
"1661";"C";"Cemetry ";"See oneself in dream getting into a cemetery and walk with dead people,   ";"announces that he could attend perverse people. This dream is a warning to repent.";
"1662";"C";"Cemetry ";"See oneself in dream performing a prayer in a cemetery in the direction of Mecca,   ";"announces that he could attend righteous people, groups glorifying the Most High and benefit greatly from such attendance. This for those who would be healthy in state of awakening.";
"1663";"C";"Cemetry ";"See oneself in dream carrying a dead to the cemetery,   ";"announces that he could be a man following the path of truth.";
"1664";"C";"Cemetry ";"See in dream a known cemetery,   ";"announces that he could be inattentive neglecting the path of truth.";
"1665";"C";"Cemetry ";"See in dream known tombs or cemeteries,   ";"announces that he could be inattentive relating to an important case that would be true.";
"1666";"C";"Cemetry ";"See oneself in a dream in a cemetery, pissing on graves,   ";"announces that he could frequent non-virtuous people. This for those who would be healthy.";
"1667";"C";"Cemetry ";"See in dream a rich man circulating among the tombs and greet the dead,   ";"announces that he could impoverish and ask people for help.";
"1668";"C";"Cemetry ";"See oneself in dream having the intention to visit a cemetery,   ";"announces that he could visit people in a prison.";
"1669";"C";"Cemetry ";"See oneself in a dream getting into a cemetery while calling to prayer (adzan),   ";"announces that he would be wasting his time with inattentive, ignorant people or unbelievers who do not grant any interest in his calls to return to the right way.";
"1670";"C";"Cemetry ";"See in dream the rain falling on tombs,   ";"announces that it could be clemency for the dead in this place.";
"1671";"C";"Cemetry ";"See in dream dead people resurrected in a known cemetery,   ";"announces that it could mean discomforts for people of this place and there could also be hypocrites.";
"1672";"C";"Cemetry ";"See oneself in dream building a room in a cemetery,   ";"announces that it could mean the approach of death in case of sickness.";
"1673";"C";"Cemetry ";"See oneself in dream building a house in a cemetery,   ";"announces that it could mean the approach of death in case of sickness.";
"1674";"C";"Cemetry ";"See oneself in dream getting into a cemetery,   ";"announces that it could mean the approach of death.";
"1675";"C";"Ceramic ";"See oneself in dream writing some verses of the Holy Qur’an on pottery,   ";"announces that he could explain the verses of the Holy Quran based on his personal opinions.";
"1676";"C";"Ceramic ";"See oneself in dream having a pottery large bowl,   ";"announces that it could mean a fortune in an urban area.";
"1677";"C";"Ceramic ";"See oneself in dream trying to build a building of ceramic,   ";"announces that it could mean hypocrisy.";
"1678";"C";"Chain ";"See oneself in dream having a sun suspended by a chain,   ";"announces that he could govern and be just.";
"1679";"C";"Chain ";"See oneself in dream attached by a chain,   ";"announces that it would be a present or future sorrow.";
"1680";"C";"Chain  ";"See oneself in dream having a chain around his neck,   ";"announces that it could mean be a wife who would have a bad temper.";
